PARP2	has relation to	Carcinoma in situ of uterine cervix (disorder)
RBX1	has relation to	Lymphoproliferative disorder (disorder)
NPM1	has relation to	Intellectual functioning disability (finding)
SLC20A2	has relation to	Wound botulism (disorder)
OXTR	has relation to	T-cell acute lymphoblastic leukemia (disorder)
TOP2A	has relation to	Williams syndrome (disorder)
SCN10A	has relation to	Neoplasm of upper aerodigestive tract (disorder)
TOP1	has relation to	Disorder of the peripheral nervous system (disorder)
BIRC3	has relation to	Amyotrophic lateral sclerosis with dementia (disorder)
NR3C1	has relation to	Diffuse astrocytoma (morphologic abnormality)
NDUFS2	has relation to	Malignant neoplasm of breast (disorder)
KCNA7	has relation to	Pneumonitis (disorder)
CENPE	has relation to	Germ cell neoplasm (morphologic abnormality)
SCN4A	has relation to	Ascites (disorder)
SCN5A	has relation to	Chronic kidney disease (disorder)
ESR1	has relation to	Posttraumatic stress disorder (disorder)
NR3C1	has relation to	Cerebral arteriovenous malformation (disorder)
MAPT	has relation to	Primary degenerative dementia of the Alzheimer type, senile onset (disorder)
ALAD	has relation to	Malignant tumor of lung (disorder)
BLK	has relation to	Reticulosarcoma (disorder)
HSD3B2	has relation to	Angelman syndrome (disorder)
EEF2	has relation to	Involutional paraphrenia (disorder)
BCHE	has relation to	Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type (disorder)
SLC5A7	has relation to	Hereditary disease (disorder)
MT-TN	has relation to	Plasmacytoma (disorder)
KIT	has relation to	Viral hepatitis type C (disorder)
PSMB8	has relation to	Polyneuropathy due to diabetes mellitus (disorder)
PPIA	has relation to	Papillary renal cell carcinoma (morphologic abnormality)
EPHA7	has relation to	Major depressive disorder (disorder)
BLK	has relation to	Primary squamous cell carcinoma of larynx (disorder)
CACNG1	has relation to	Acute cerebrovascular accident (disorder)
TUBB6	has relation to	Verrucous carcinoma (morphologic abnormality)
SERPINC1	has relation to	Secondary progressive multiple sclerosis (disorder)
SCN8A	has relation to	Focal glomerular sclerosis (disorder)
DDR2	has relation to	Primary malignant neoplasm of brain (disorder)
SEM1	has relation to	Irritable bowel syndrome (disorder)
DNMT1	has relation to	Basal cell adenoma (morphologic abnormality)
NTRK1	has relation to	Lymphangiomyomatosis (morphologic abnormality)
HRH3	has relation to	Neoplasm of ovary (disorder)
FGFR4	has relation to	Sickling disorder due to hemoglobin S (disorder)
ITGB6	has relation to	Hereditary cancer-predisposing syndrome (disorder)
POLD4	has relation to	Schizophreniform disorder (disorder)
POLD2	has relation to	Neoplasm (morphologic abnormality)
PLG	has relation to	Carcinoma of male breast (disorder)
SORD	has relation to	Proliferative myositis (disorder)
CYP19A1	has relation to	Hereditary retinal dystrophy (disorder)
MMP13	has relation to	Lymphocytopenia (disorder)
BRDT	has relation to	Viral pneumonia (disorder)
SCN11A	has relation to	Lymphosarcoma (disorder)
GRIN2A	has relation to	Neoplasm of lung (disorder)
CST3	has relation to	Subacromial impingement (disorder)
PRIM2	has relation to	Benign neoplastic disease (disorder)
TUBA1C	has relation to	Cholestanol storage disease (disorder)
EPHA1	has relation to	Malignant melanoma (disorder)
CA12	has relation to	Malignant tumor of prostate (disorder)
LOC113633877	has relation to	Genetic disease (disorder)
PSMB3	has relation to	Neuropathy due to diabetes mellitus (disorder)
EPHA3	has relation to	Secondary malignant neoplasm of brain (disorder)
NPR1	has relation to	Diffuse non-Hodgkin's lymphoma, undifferentiated (disorder)
RET	has relation to	Idiopathic generalized epilepsy (disorder)
ADRB1	has relation to	Erythroid hypoplasia of bone marrow (finding)
NDUFS7	has relation to	Neoplasm of uterus (disorder)
CNTNAP1	has relation to	Hereditary disease (disorder)
CACNA1C	has relation to	Migraine aura without headache (disorder)
SSTR2	has relation to	Overactive bladder (disorder)
RPL10	has relation to	Malignant tumor of kidney (disorder)
KDR	has relation to	Peroxisomal thiolase deficiency (disorder)
IL4R	has relation to	Hereditary breast and ovarian cancer syndrome (disorder)
ITGA5	has relation to	Vertebrogenic pain syndrome (disorder)
APH1B	has relation to	Ehlers-Danlos syndrome (disorder)
GABRQ	has relation to	Yolk sac tumor (disorder)
FGF1	has relation to	Disorder of cardiovascular system (disorder)
NR1H4	has relation to	Hodgkin lymphoma, lymphocyte-rich (disorder)
SGCD	has relation to	Bipolar affective disorder, current episode depression (disorder)
EGFR	has relation to	Drug dependence (disorder)
FKBP1A	has relation to	Sclerosing cholangitis (disorder)
TUBB2A	has relation to	Squamous cell carcinoma of oropharynx (disorder)
SSTR2	has relation to	Central centrifugal cicatricial alopecia (disorder)
IL13RA1	has relation to	Neoplasm of stomach (disorder)
PSMD6	has relation to	Uveitis (disorder)
CACNA1A	has relation to	Serous cystadenoma (morphologic abnormality)
LHCGR	has relation to	Precursor cell lymphoblastic leukemia (morphologic abnormality)
TUBB2B	has relation to	Retinal dystrophy (disorder)
CCL2	has relation to	Gelastic seizure (disorder)
ANGPT2	has relation to	Neoplasm of head AND/OR neck (disorder)
EEF1A2	has relation to	Bronchiolo-alveolar adenocarcinoma (morphologic abnormality)
VEGFA	has relation to	Intellectual functioning disability (finding)
CACNA1A	has relation to	Diabetic foot (disorder)
PRIM1	has relation to	Visual epilepsy (disorder)
GABRQ	has relation to	Kidney disease (disorder)
MAF	has relation to	Stenosis (morphologic abnormality)
PSMC6	has relation to	Recurrent major depressive episodes (disorder)
PSMA3	has relation to	Classic medulloblastoma (disorder)
IMPDH1	has relation to	Lower brachial plexus neuropathy (disorder)
HMGCR	has relation to	Primary lateral sclerosis (disorder)
RNF212	has relation to	Mononeuropathy due to diabetes mellitus (disorder)
DNMT3A	has relation to	Renal cell carcinoma, sarcomatoid (morphologic abnormality)
TUBB3	has relation to	Carcinomatosis of peritoneal cavity (disorder)
PPIA	has relation to	Fibrillary astrocytoma (morphologic abnormality)
LOC114803470	has relation to	Neuroendocrine tumor (disorder)
HTR5A	has relation to	Simple partial seizure (disorder)
GABPA	has relation to	Congenital atresia of extrahepatic bile duct (disorder)
PDE4B	has relation to	Symmetric proximal motor neuropathy due to diabetes mellitus (disorder)
RPL21	has relation to	Genetic disease (disorder)
GABRA4	has relation to	Sudden infant death syndrome (finding)
GHR	has relation to	Obstructive sleep apnea syndrome (disorder)
NTRK1	has relation to	Primary fibromyalgia syndrome (disorder)
NDUFB10	has relation to	Left heart failure (disorder)
PTGS1	has relation to	Asymmetric proximal motor neuropathy due to diabetes mellitus (disorder)
PTGS2	has relation to	Pustular psoriasis of palms and soles (disorder)
COL27A1	has relation to	Non-small cell lung cancer (disorder)
PTGS2	has relation to	Alzheimer's disease (disorder)
IL6	has relation to	Severe acute respiratory syndrome (disorder)
CACNB2	has relation to	Idiopathic trigeminal neuralgia (disorder)
TNFRSF8	has relation to	Sterility (finding)
ABCG8	has relation to	Metabolic syndrome X (disorder)
FBXW4	has relation to	Acute promyelocytic leukemia, t(15;17)(q22;q11-12) (morphologic abnormality)
EPHA2	has relation to	Dysplasia of cervix (disorder)
FLT3	has relation to	Neoplasm of ovary (disorder)
PTCH1	has relation to	Skin ulcer (disorder)
ATP4A	has relation to	Inflammation of rotator cuff tendon (disorder)
KLLN	has relation to	Malignant lymphoma (disorder)
HDAC10	has relation to	Osteopenia (disorder)
PSMC1	has relation to	Hereditary disease (disorder)
SRFBP1	has relation to	Neoplasm of mediastinum (disorder)
HSP90AB1	has relation to	Ischemic stroke (disorder)
PDE4B	has relation to	Hodgkin's disease, mixed cellularity (disorder)
CDC73	has relation to	Non-small cell lung cancer (disorder)
CNR1	has relation to	Neoplasm of colon (disorder)
LYN	has relation to	Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (disorder)
ERCC6	has relation to	Epithelioid sarcoma (morphologic abnormality)
CUL4A	has relation to	Desbuquois syndrome (disorder)
BCR	has relation to	Acute infective polyneuritis (disorder)
GLRB	has relation to	Capsulitis (disorder)
TUBB1	has relation to	Gastrointestinal stromal sarcoma (morphologic abnormality)
KIT	has relation to	Neoplasm of peritoneum (disorder)
RRM1	has relation to	Familial aplasia of the vermis (disorder)
CACNA2D2	has relation to	Waldenström macroglobulinemia (disorder)
GABRA5	has relation to	Arrhythmogenic right ventricular dysplasia (disorder)
F11	has relation to	Gastrointestinal stromal tumor (disorder)
TUBA1B	has relation to	Congestive cardiomyopathy (disorder)
BRD3	has relation to	Polycythemia vera (disorder)
PTHLH	has relation to	Viral hepatitis type C (disorder)
RASAL3	has relation to	Gastrointestinal stromal sarcoma (morphologic abnormality)
PARP1	has relation to	Acute myeloid leukemia, disease (disorder)
IFNGR1	has relation to	Acute confusional migraine (disorder)
FXR1	has relation to	Pleomorphic liposarcoma (morphologic abnormality)
PIK3CG	has relation to	Mixed glioma (morphologic abnormality)
CACNG2	has relation to	Long QT syndrome (disorder)
GABRA6	has relation to	Epithelioid sarcoma (morphologic abnormality)
CACNA2D2	has relation to	Generalized epidermolysis bullosa simplex (disorder)
PDE4A	has relation to	Simple partial seizure (disorder)
TLR9	has relation to	Heart failure (disorder)
ESR2	has relation to	Graft-versus-host disease (disorder)
GATA3	has relation to	Delirious (finding)
CACNA1H	has relation to	Severe acute respiratory syndrome (disorder)
PRKCI	has relation to	Mechanical strabismus (disorder)
PDE1B	has relation to	Leukemia, disease (disorder)
JAK2	has relation to	Adult onset dermatomyositis (disorder)
CACNA1C	has relation to	Mixed oligoastrocytoma (morphologic abnormality)
MMP8	has relation to	Seizure disorder (disorder)
BRAF	has relation to	Myxedema (disorder)
POLA1	has relation to	Neoplasm (morphologic abnormality)
OPRL1	has relation to	Malignant lymphoma, centroblastic-centrocytic, follicular (disorder)
ADRA1B	has relation to	Cystic fibrosis (disorder)
PSMC3	has relation to	Waldenstrom's macroglobulinemia (morphologic abnormality)
GRIA4	has relation to	Intrahepatic bile duct carcinoma (disorder)
BTK	has relation to	Pilocytic astrocytoma (disorder)
SSTR3	has relation to	Parkinson's disease (disorder)
GABRG2	has relation to	Carcinomatosis (morphologic abnormality)
POLE2	has relation to	Malignant tumor of ovary (disorder)
PRKCG	has relation to	Adult T-cell leukemia/lymphoma (disorder)
PRKCE	has relation to	Brittle diabetes mellitus (finding)
HDAC7	has relation to	Long QT syndrome (disorder)
TOP1	has relation to	Malignant lymphoma (disorder)
NR3C1	has relation to	Neoplasm of neck (disorder)
PDE4C	has relation to	Fasting hypoglycemia (disorder)
FOLR1	has relation to	Neoplasm of lung (disorder)
PSMA6	has relation to	Spasm of cerebral arteries (disorder)
GRIN1	has relation to	Multiple myeloma (disorder)
GABRA3	has relation to	Retinal dystrophy (disorder)
F10	has relation to	Hyperimmunoglobulin D with periodic fever (finding)
PSMB11	has relation to	Neoplasm (morphologic abnormality)
RET	has relation to	Acute myeloid leukemia without maturation (morphologic abnormality)
CSF2RB	has relation to	Carcinomatosis of peritoneal cavity (disorder)
RPS26	has relation to	Bleeding (finding)
IL2RB	has relation to	Amelogenesis imperfecta - hypoplastic autosomal dominant - local (disorder)
SCN10A	has relation to	Adult Fanconi syndrome (disorder)
CD3G	has relation to	Reticulosarcoma (disorder)
PRKD3	has relation to	Detrusor overactivity (disorder)
PUF60	has relation to	Rhizomelic chondrodysplasia punctata type 1 (disorder)
PDE6B	has relation to	Malignant tumor of urinary bladder (disorder)
PKP1	has relation to	Arthrogryposis (disorder)
CACNA1D	has relation to	Nodular lymphoma (disorder)
GJA3	has relation to	Liver cell carcinoma (disorder)
EGLN2	has relation to	Involutional depression (disorder)
ITGB2	has relation to	Multiple sclerosis (disorder)
PRKCQ	has relation to	Subependymal giant cell astrocytoma (morphologic abnormality)
PSMB5	has relation to	Ganglioneuroblastoma (disorder)
RPL35	has relation to	Fibrosis (morphologic abnormality)
ADORA2B	has relation to	Primary familial hypertrophic cardiomyopathy (disorder)
GABRP	has relation to	Carcinoma, undifferentiated (morphologic abnormality)
SCN11A	has relation to	Amygdalo-hippocampal epilepsy (disorder)
SNAP25	has relation to	Hereditary breast and ovarian cancer syndrome (disorder)
PDE10A	has relation to	Myopia (disorder)
PDE3B	has relation to	Cataplexy and narcolepsy (disorder)
KCNE2	has relation to	Disorder of blood vessel (disorder)
ATP2A3	has relation to	Neuroma (disorder)
TUBB1	has relation to	Malignant lymphoma (disorder)
PDE1C	has relation to	Neoplasm of upper aerodigestive tract (disorder)
CTNNA1	has relation to	Hemangioendothelioma, malignant (morphologic abnormality)
MYH2	has relation to	Neoplasm of pancreas (disorder)
JAK3	has relation to	Genetic disease (disorder)
RPL30	has relation to	Acute promyelocytic leukemia, t(15;17)(q22;q11-12) (morphologic abnormality)
EMC1	has relation to	Ventricular tachyarrhythmia (disorder)
LOC108663996	has relation to	Ketosis-prone diabetes mellitus (disorder)
CIC	has relation to	Intracranial tumor (disorder)
TUBA4A	has relation to	Hereditary disease (disorder)
IL2RA	has relation to	Diabetes mellitus (disorder)
PDE3A	has relation to	Malarial fever (finding)
TLR7	has relation to	Progressive multiple sclerosis (disorder)
PDE4B	has relation to	Chronic hepatitis C (disorder)
EPOR	has relation to	Renal cell carcinoma (disorder)
CA1	has relation to	Factor IX deficiency (disorder)
IL2RG	has relation to	Congenital aniridia (disorder)
PSMC6	has relation to	Malignant lymphoma (disorder)
TUBA1C	has relation to	Brugada syndrome (disorder)
TLR7	has relation to	Acute myeloid leukemia without maturation, FAB M1 (disorder)
GABRP	has relation to	Primary ovarian failure (disorder)
EPHA3	has relation to	Neuroendocrine tumor (morphologic abnormality)
BTK	has relation to	Chronic kidney disease (disorder)
YES1	has relation to	Parkinson's disease (disorder)
TUBB4B	has relation to	Drug abuse (disorder)
CACNA1S	has relation to	Neoplasm, benign (morphologic abnormality)
RPL41	has relation to	Plasma cell leukemia, disease (disorder)
GABRE	has relation to	Paroxysmal nocturnal hemoglobinuria (disorder)
NDUFAF2	has relation to	Emphysema (morphologic abnormality)
PSMB8	has relation to	Malignant lymphoma, centroblastic-centrocytic, follicular (disorder)
PSMB6	has relation to	Mononeuropathy due to diabetes mellitus (disorder)
KCNC2	has relation to	De Lange syndrome (disorder)
POLD3	has relation to	Subacute delirium (disorder)
ADRB1	has relation to	Mucosa-associated lymphoma (disorder)
PSMB11	has relation to	Brief reactive psychosis (disorder)
PSMA3	has relation to	Rheumatoid arthritis (disorder)
RPS13	has relation to	Squamous cell carcinoma of larynx (disorder)
FKBP1A	has relation to	Scapuloperoneal spinal muscular atrophy (disorder)
PRIM2	has relation to	Delirium of mixed origin (disorder)
VDR	has relation to	Focal glomerular sclerosis (disorder)
CACNA2D3	has relation to	Seizure disorder (disorder)
ADORA2B	has relation to	Diabetes mellitus (disorder)
TNNC1	has relation to	Malignant tumor of prostate (disorder)
EPCAM	has relation to	Alcoholic hepatitis (disorder)
PDE1C	has relation to	Squamous cell carcinoma of larynx (disorder)
PDE6G	has relation to	Breech presentation (finding)
PDPK1	has relation to	Progressive muscular atrophy (disorder)
POLD3	has relation to	Manic bipolar I disorder (disorder)
RAF1	has relation to	Cerebral ischemia (disorder)
AVPR1A	has relation to	Spindle cell sarcoma (morphologic abnormality)
GRM2	has relation to	Neoplasm of kidney (disorder)
SEM1	has relation to	Childhood type dermatomyositis (disorder)
PDE6B	has relation to	Malignant lymphoma, mixed lymphocytic-histiocytic, nodular (disorder)
RPS29	has relation to	Migraine variants (disorder)
PSMD14	has relation to	Neoplasm, benign (morphologic abnormality)
PDE4A	has relation to	Triple negative malignant neoplasm of breast (disorder)
CACNA2D3	has relation to	Malignant lymphoma, mixed lymphocytic-histiocytic, nodular (disorder)
NGF	has relation to	Joubert syndrome (disorder)
DRD3	has relation to	Hemangioendothelioma, malignant (morphologic abnormality)
CACNA1S	has relation to	Acute relapsing multiple sclerosis (disorder)
TOP1	has relation to	Phosphoglucomutase 1-related congenital disorder of glycosylation (disorder)
PSMC4	has relation to	Anasarca (morphologic abnormality)
GABRP	has relation to	Neoplasm of neck (disorder)
PDE6C	has relation to	Drug habituation (disorder)
EPHA1	has relation to	Nicotine-induced organic mental disorder (disorder)
GRIK3	has relation to	Renal insufficiency (disorder)
PDE6A	has relation to	T-cell lymphoma (disorder)
NTRK2	has relation to	Ulcer (morphologic abnormality)
NDUFA12	has relation to	Angioimmunoblastic lymphadenopathy (morphologic abnormality)
NR3C1	has relation to	Philadelphia chromosome positive chronic myelogenous leukemia (disorder)
ROCK1	has relation to	Spastic cerebral palsy (disorder)
MAPK11	has relation to	Sinusitis (disorder)
SYNE1	has relation to	Ateleiotic dwarfism (disorder)
LOC107982234	has relation to	Malignant lymphoma, mixed lymphocytic-histiocytic, nodular (disorder)
GABRG2	has relation to	Renal failure syndrome (disorder)
KCNH2	has relation to	Stickler syndrome (disorder)
RRM2	has relation to	Glioma (disorder)
PSMB1	has relation to	Adult onset dermatomyositis (disorder)
UBIAD1	has relation to	Hereditary disease (disorder)
VEGFA	has relation to	Disorder of immune system (navigational concept)
HTR1F	has relation to	Lymphoproliferative disorder (morphologic abnormality)
VEGFA	has relation to	Alzheimer's disease (disorder)
CD4	has relation to	Left main coronary artery disease (disorder)
KCNQ4	has relation to	Neoplasm of colon (disorder)
RPL5	has relation to	Malignant neoplastic disease (disorder)
LTA4H	has relation to	Multiple myeloma (disorder)
LMX1B	has relation to	Primary squamous cell carcinoma of larynx (disorder)
FLT1	has relation to	Motor polyneuropathy (disorder)
SMARCD2	has relation to	Glycogen storage disease, type IV (disorder)
SCN4A	has relation to	Paget's disease of skin (morphologic abnormality)
DPP6	has relation to	Intracranial tumor (disorder)
EPHA3	has relation to	Hereditary persistence of fetal hemoglobin (disorder)
BCHE	has relation to	Castleman's disease (disorder)
PCDH19	has relation to	Congestive cardiomyopathy (disorder)
NDUFB9	has relation to	Adult T-cell leukemia/lymphoma (morphologic abnormality)
PIK3CG	has relation to	Human immunodeficiency virus infection (disorder)
PRKDC	has relation to	Neoplasm, benign (morphologic abnormality)
PSMD13	has relation to	Neoplasm of upper aerodigestive tract (disorder)
NAPB	has relation to	Acute myeloid leukemia with maturation, FAB M2 (disorder)
AVPR2	has relation to	Malignant tumor of esophagus (disorder)
PTGS2	has relation to	Aneurysm of anterior communicating artery (disorder)
LRRC56	has relation to	Sick headache (disorder)
ADORA2A	has relation to	Neoplasm of pancreas (disorder)
TUBB2B	has relation to	Thalassemia intermedia (disorder)
PSMC2	has relation to	Biotinidase deficiency (disorder)
GABRA2	has relation to	Systemic sclerosis (disorder)
APOC2	has relation to	Loss of hair (finding)
THRA	has relation to	Acute relapsing multiple sclerosis (disorder)
KCNS2	has relation to	Shwachman syndrome (disorder)
PTGS2	has relation to	Mononeuropathy due to diabetes mellitus (disorder)
GABRB2	has relation to	Genetic disease (disorder)
PIK3R2	has relation to	Hemoglobinopathy (disorder)
PSMB3	has relation to	Persistent alcohol abuse (disorder)
POLE	has relation to	Athetoid cerebral palsy (disorder)
ADRA2B	has relation to	Malignant tumor of prostate (disorder)
CD4	has relation to	Neoplasm, benign (morphologic abnormality)
CACNB3	has relation to	Persistent atrial fibrillation (disorder)
GABRD	has relation to	Cholangiocarcinoma (morphologic abnormality)
PSMB10	has relation to	Fibrillary astrocytoma (morphologic abnormality)
IL2RB	has relation to	Schizophreniform disorder (disorder)
FRK	has relation to	Malignant mesothelioma of pleura (disorder)
SLC6A2	has relation to	Primary squamous cell carcinoma of oropharynx (disorder)
CACNG7	has relation to	Sudden infant death syndrome (finding)
ANTXR2	has relation to	Malignant lymphoma, centroblastic type, follicular (disorder)
CDK17	has relation to	Collecting duct carcinoma (morphologic abnormality)
KCTD7	has relation to	Malignant tumor of neck (disorder)
NDUFA4	has relation to	Amphetamine dependence (disorder)
HR	has relation to	Bardet-Biedl syndrome (disorder)
CA4	has relation to	Secondary open-angle glaucoma (disorder)
AURKA	has relation to	Squamous cell carcinoma of head and neck (disorder)
CD86	has relation to	Carcinoma of pancreas (disorder)
CREBBP	has relation to	Hereditary disease (disorder)
CACNG2	has relation to	Progressive muscular atrophy (disorder)
NR3C2	has relation to	Lymphoid leukemia (disorder)
IL2RG	has relation to	Heart failure (disorder)
PSMB5	has relation to	Sudden infant death syndrome (finding)
CACNA1I	has relation to	Ischemic stroke (disorder)
CACNA2D4	has relation to	Hodgkin granuloma (morphologic abnormality)
PSMA1	has relation to	Endemic Burkitt's lymphoma (morphologic abnormality)
TUBB4A	has relation to	Cerebral palsy (disorder)
SRC	has relation to	Benign neoplasm of brain (disorder)
SCN11A	has relation to	Malignant lymphoma, centroblastic-centrocytic, follicular (disorder)
MAPK14	has relation to	Mucinous adenocarcinoma (morphologic abnormality)
RAF1	has relation to	Myasthenia gravis (disorder)
ADRA1A	has relation to	Myelosclerosis with myeloid metaplasia (disorder)
PALB2	has relation to	Scoliosis deformity of spine (disorder)
DCTN1	has relation to	Pulmonary tuberculosis (disorder)
KCNH3	has relation to	Burkitt cell leukemia (morphologic abnormality)
ADRA2B	has relation to	Genetic disease (disorder)
ESR1	has relation to	Neoplasm of head (disorder)
GUCY1B2	has relation to	Osteogenesis imperfecta type IV (disorder)
ADORA3	has relation to	Crohn's disease (disorder)
PTGS2	has relation to	Malignant neoplastic disease (disorder)
BRD4	has relation to	Hereditary disease (disorder)
ERBB2	has relation to	Cannabis abuse (disorder)
IMPA1	has relation to	Primary carcinoma of liver (disorder)
RRM2	has relation to	Genetic disease (disorder)
CSF3R	has relation to	Atypical neuralgia (finding)
RBX1	has relation to	Primary familial hypertrophic cardiomyopathy (disorder)
RARB	has relation to	Multiple myeloma (disorder)
FOXP1	has relation to	Neoplasm of breast (disorder)
VDR	has relation to	Neoplasm of head AND/OR neck (disorder)
SCN7A	has relation to	Degenerative disorder of macula (disorder)
CA4	has relation to	Malignant lymphoma, centroblastic type, follicular (disorder)
ATP1A3	has relation to	Disease (disorder)
MKKS	has relation to	Anxiety (finding)
CBFB	has relation to	Premature ovarian failure (disorder)
CA1	has relation to	Homocystinuria without methylmalonic aciduria (disorder)
NTRK1	has relation to	Polycythemia vera (morphologic abnormality)
SLC22A6	has relation to	Malignant tumor of biliary tract (disorder)
ADRB3	has relation to	Retinal dystrophy (disorder)
TYMS	has relation to	Cursive (running) epilepsy (disorder)
PDE1C	has relation to	Neoplasm of breast (disorder)
RASSF1	has relation to	Infective myositis (disorder)
CDK1	has relation to	Gastrointestinal stromal tumor (disorder)
DRD3	has relation to	Waldenstrom's macroglobulinemia (morphologic abnormality)
DLL3	has relation to	Acute cerebrovascular accident (disorder)
POLD3	has relation to	Renal cell carcinoma, chromophobe cell (morphologic abnormality)
OPRL1	has relation to	Cataplexy and narcolepsy (disorder)
NDUFB8	has relation to	Genetic disease (disorder)
FLT4	has relation to	Neoplasm of upper aerodigestive tract (disorder)
TLR9	has relation to	Malignant neoplasm of liver (disorder)
TOP1	has relation to	Benign neoplastic disease (disorder)
COL4A2	has relation to	Sickling disorder due to hemoglobin S (disorder)
GRIA1	has relation to	Anxiety neurosis (finding)
CA1	has relation to	Oromandibular-limb hypogenesis spectrum (disorder)
GABRA6	has relation to	Diffuse non-Hodgkin's lymphoma, large cell (disorder)
PSMB1	has relation to	Thyroid adenoma (disorder)
PSMB6	has relation to	Thymic carcinoma (morphologic abnormality)
RBX1	has relation to	Dupuytren's disease of palm (disorder)
TUBB8	has relation to	Paraganglioma and gastric stromal sarcoma syndrome (disorder)
PRKD1	has relation to	Nodular glomerulosclerosis (morphologic abnormality)
KCNA3	has relation to	Postherpetic neuralgia (disorder)
SERPINH1	has relation to	Polyneuropathy due to diabetes mellitus (disorder)
GABRB1	has relation to	Spinal cord disorder (disorder)
CNR1	has relation to	Endogenous depression (disorder)
CACNA1S	has relation to	Non-Hodgkin's lymphoma (disorder)
SHOC2	has relation to	Presbyopia (disorder)
TUBA1C	has relation to	Malignant melanoma of skin of upper limb (disorder)
IL6	has relation to	Oat cell carcinoma (morphologic abnormality)
EPHA6	has relation to	Genetic disease (disorder)
BCL2	has relation to	Recurrent major depressive episodes (disorder)
BCR	has relation to	Genetic disease (disorder)
F3	has relation to	Hypertropia (disorder)
RPS13	has relation to	Indolent systemic mastocytosis (disorder)
KCNQ2	has relation to	Non-small cell lung cancer (disorder)
GABRG2	has relation to	Malignant tumor of neck (disorder)
MAP2K2	has relation to	Sickling disorder due to hemoglobin S (disorder)
PDE10A	has relation to	Malignant melanoma (disorder)
TUBB8	has relation to	Carcinomatosis of peritoneum (disorder)
ADRB3	has relation to	Chronic kidney disease (disorder)
HDAC6	has relation to	Herpes simplex (disorder)
TUBB2B	has relation to	Hodgkin lymphoma, mixed cellularity (morphologic abnormality)
RRM2B	has relation to	Myelodysplastic syndrome (morphologic abnormality)
SGCG	has relation to	Neoplasm of upper aerodigestive tract (disorder)
NDUFS2	has relation to	Thyroid follicular adenoma (disorder)
HTR1A	has relation to	Follicular thyroid carcinoma (disorder)
