CTNNB1	has relation to	Occipital lobe epilepsy (disorder)
CDK4	has relation to	Malignant tumor of pancreas (disorder)
NDUFB2	has relation to	Disorder of cardiovascular system (disorder)
PDE6H	has relation to	Tinea pedis (disorder)
SCN4A	has relation to	Progressive multiple sclerosis (disorder)
SCN10A	has relation to	Neoplasm of central nervous system (disorder)
SCN9A	has relation to	Non-Hodgkin's lymphoma (disorder)
IL6	has relation to	Malignant neoplastic disease (disorder)
CD3E	has relation to	Atherosclerosis of coronary artery (disorder)
NLGN2	has relation to	Malignant tumor of prostate (disorder)
DMD	has relation to	Peripheral nerve disease (disorder)
CD44	has relation to	Myelodysplastic syndrome (morphologic abnormality)
FKBP1A	has relation to	Spinal cord disorder (disorder)
TUBA3C	has relation to	Embryonal rhabdomyosarcoma (morphologic abnormality)
NDUFV1	has relation to	Azorean disease (disorder)
CYP19A1	has relation to	Neoplasm of pancreas (disorder)
PLEKHG2	has relation to	Myelosclerosis with myeloid metaplasia (disorder)
CACNA2D1	has relation to	Papillary renal cell carcinoma (morphologic abnormality)
PSMA1	has relation to	Diabetes mellitus type 1 (disorder)
GABRG2	has relation to	Genetic disease (disorder)
MCM9	has relation to	Spinal cord disorder (disorder)
CXCR1	has relation to	Scapuloperoneal spinal muscular atrophy (disorder)
TUBA3E	has relation to	Renal cell carcinoma (disorder)
TUBB8	has relation to	Ornithine oxo-acid aminotransferase deficiency (disorder)
PDE2A	has relation to	Secondary trigeminal neuralgia (disorder)
TUBB6	has relation to	Neurodevelopmental disorder (disorder)
KCNG3	has relation to	Reticulosarcoma (disorder)
PRKCB	has relation to	Myelosclerosis with myeloid metaplasia (morphologic abnormality)
PSMC6	has relation to	Alcohol abuse (disorder)
POLD3	has relation to	Posttraumatic stress disorder, delayed onset (disorder)
IL6R	has relation to	Sinusitis (disorder)
TUBB4B	has relation to	Follicular malignant lymphoma - mixed cell type (disorder)
NEK8	has relation to	Malignant tumor of prostate (disorder)
CACNG8	has relation to	Diabetes mellitus type 1 (disorder)
FGF6	has relation to	Alzheimer's disease (disorder)
TERT	has relation to	Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (disorder)
TRPV1	has relation to	Myocardial ischemia (disorder)
SIL1	has relation to	Neuralgia of amputation stump (finding)
GABBR2	has relation to	Clear cell carcinoma of kidney (disorder)
FGFR4	has relation to	Acute cerebrovascular accident (disorder)
SCN5A	has relation to	Adenocarcinoma of pancreas (disorder)
CACNA1D	has relation to	Neoplasm of oropharynx (disorder)
IMPDH1	has relation to	Hodgkin lymphoma, nodular lymphocyte predominance (disorder)
SHANK2	has relation to	Cocaine abuse (disorder)
CDK9	has relation to	Pure red cell aplasia (disorder)
ATP4A	has relation to	Mixed glioma (disorder)
HDAC5	has relation to	Crohn's disease of large bowel (disorder)
CACNA1S	has relation to	Chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia and neutrophilic dermatosis (disorder)
PGR	has relation to	Simple partial seizure, consciousness not impaired (disorder)
SS18L1	has relation to	Auditory seizure (disorder)
CAPN5	has relation to	Oat cell carcinoma of lung (disorder)
GADD45B	has relation to	Burkitt lymphoma/leukemia (morphologic abnormality)
PLG	has relation to	Retinoblastoma (morphologic abnormality)
TUBB1	has relation to	Neoplasm of upper aerodigestive tract (disorder)
CACNG3	has relation to	Adenocarcinoma of lung (disorder)
PSEN2	has relation to	Gilles de la Tourette's syndrome (disorder)
PDE6G	has relation to	Malignant neoplasm of breast (disorder)
SYK	has relation to	Neoplasm, benign (morphologic abnormality)
PSMD2	has relation to	Hepatic failure (disorder)
MTOR	has relation to	Hodgkin lymphoma, nodular lymphocyte predominance (morphologic abnormality)
PDGFRA	has relation to	Vascular dementia (disorder)
TSG101	has relation to	Behcet's syndrome (disorder)
CACNA2D2	has relation to	Clear cell adenocarcinoma (morphologic abnormality)
CACNA1F	has relation to	Renal impairment (disorder)
GABRG1	has relation to	Adult T-cell leukemia/lymphoma (morphologic abnormality)
GNAS	has relation to	Genetic disease (disorder)
GABRA5	has relation to	Sézary's disease (disorder)
SMOC2	has relation to	Primary squamous cell carcinoma of oropharynx (disorder)
OPRM1	has relation to	Neoplasm of colon (disorder)
HRH1	has relation to	Hereditary factor VIII deficiency disease (disorder)
PSMB10	has relation to	Malignant tumor of vagina (disorder)
TNFSF11	has relation to	Choroiditis (disorder)
SCN11A	has relation to	Disorder of bone (disorder)
GABRB1	has relation to	Carcinomatosis of peritoneal cavity (disorder)
MAGEL2	has relation to	Hypokalemic alkalosis (disorder)
GABRP	has relation to	Dilated cardiomyopathy 3B (disorder)
CABP4	has relation to	Sickling disorder due to hemoglobin S (disorder)
NR3C2	has relation to	Neoplasm (morphologic abnormality)
ITGA7	has relation to	Central hypothyroidism (disorder)
TUBA3C	has relation to	Uranostaphyloschisis (disorder)
COL11A1	has relation to	Simple partial seizure, consciousness not impaired (disorder)
TEK	has relation to	Conduct disorder (disorder)
PSMB2	has relation to	Distal spinal muscular atrophy (disorder)
CCR9	has relation to	Posttraumatic stress disorder, delayed onset (disorder)
FLT3	has relation to	Malignant lymphoma (disorder)
PIK3CG	has relation to	Hereditary disease (disorder)
CDK4	has relation to	Neoplasm of pineal gland (disorder)
USH1C	has relation to	Obese (finding)
TF	has relation to	Renal impairment (disorder)
CYP19A1	has relation to	Malignant epithelial neoplasm (disorder)
RRM2B	has relation to	Psychotic disorder (disorder)
CRBN	has relation to	Myelodysplastic syndrome with excess blasts (morphologic abnormality)
CACNA1C-AS1	has relation to	Azoospermia (finding)
BRAF	has relation to	Epidermolysis bullosa (disorder)
FKBP1A	has relation to	Familial partial lipodystrophy (disorder)
DNAH11	has relation to	Malignant hematopoietic neoplasm (morphologic abnormality)
IFIT2	has relation to	Age-related macular degeneration (disorder)
RXRG	has relation to	Sudden cardiac death (disorder)
KCNA4	has relation to	Systemic lupus erythematosus glomerulonephritis syndrome (disorder)
HDAC8	has relation to	Pustular psoriasis of palms and soles (disorder)
OPRK1	has relation to	Neoplasm of breast (disorder)
RPL13A	has relation to	Malignant lymphoma, mixed lymphocytic-histiocytic, nodular (disorder)
IL1A	has relation to	Kidney disease (disorder)
POLD2	has relation to	Leishmaniasis (disorder)
EPHA7	has relation to	Stricture (morphologic abnormality)
PTGS2	has relation to	Gemistocytic astrocytoma (morphologic abnormality)
GABRG1	has relation to	Genetic disease (disorder)
POLA1	has relation to	Follicular non-Hodgkin's lymphoma (disorder)
GABRE	has relation to	Prion disease (disorder)
ADORA2A	has relation to	Hereditary disease (disorder)
EGFR	has relation to	Human immunodeficiency virus infection (disorder)
GRIK1	has relation to	Sarcoma (disorder)
TYK2	has relation to	Crohn's disease of large bowel (disorder)
CDK1	has relation to	Neoplasm of head AND/OR neck (disorder)
RARA	has relation to	Polycythemia vera (morphologic abnormality)
LAMC1	has relation to	Cirrhosis of liver (disorder)
GUCY1B2	has relation to	Amyloid light-chain amyloidosis (disorder)
HDAC2	has relation to	Acute myeloid leukemia with maturation (morphologic abnormality)
TUBB8	has relation to	Carcinoma of breast (disorder)
RPLP1	has relation to	Congenital iodine deficiency syndrome (disorder)
PRKCG	has relation to	Aase syndrome (disorder)
POLE2	has relation to	Carcinoma of breast (disorder)
ADRB3	has relation to	Progressive multiple sclerosis (disorder)
TECTA	has relation to	Malignant melanoma (disorder)
CACNG5	has relation to	Viral pneumonia (disorder)
CSNK1A1L	has relation to	Polyneuropathy due to diabetes mellitus (disorder)
ESR1	has relation to	Osteoarthritis deformans (disorder)
RAD21	has relation to	Myeloproliferative disorder (morphologic abnormality)
GABRB3	has relation to	Post-infective arthritis (disorder)
PSMD12	has relation to	Glioblastoma multiforme (disorder)
RPL9	has relation to	Tonic-clonic epilepsy (disorder)
TGFB3	has relation to	Neoplasm of endometrium (disorder)
SNAP25	has relation to	Malignant tumor of pancreas (disorder)
P2RX7	has relation to	Malignant neoplasm of brain (disorder)
KCNQ4	has relation to	Philadelphia chromosome positive chronic myelogenous leukemia (disorder)
TRPV1	has relation to	Malignant tumor of tongue (disorder)
RARA	has relation to	Arbovirus infection (disorder)
SLC6A1-AS1	has relation to	Recurrent major depressive episodes (disorder)
CACNA1F	has relation to	Hereditary disease (disorder)
FNTA	has relation to	Hand-Schüller-Christian disease (disorder)
FRK	has relation to	Osteoarthritis deformans (disorder)
ADRA2C	has relation to	Neoplasm, benign (morphologic abnormality)
TUBA1B	has relation to	Neoplasm of peritoneum (disorder)
DDC	has relation to	Malignant tumor of stomach (disorder)
CX3CL1	has relation to	Granular cell carcinoma (morphologic abnormality)
CACNA1F	has relation to	Pilocytic astrocytoma (disorder)
IL2RB	has relation to	Endogenous depression (disorder)
PSMB4	has relation to	Follicular lymphoma (morphologic abnormality)
RRM2B	has relation to	Genetic disease (disorder)
AKT1	has relation to	Nephronophthisis (disorder)
JAK1	has relation to	Hyperlipidemia (disorder)
ERBB2	has relation to	Interdigitating dendritic cell sarcoma (disorder)
HDAC7	has relation to	Parkinson's disease (disorder)
PSMA5	has relation to	Anterior horn cell disease (disorder)
APH1A	has relation to	Mixed oligoastrocytoma (disorder)
POLD2	has relation to	Middle brachial plexus neuropathy (disorder)
IDI1	has relation to	Neoplasm of fallopian tube (disorder)
PPAT	has relation to	Spindle cell sarcoma (morphologic abnormality)
PDE8B	has relation to	Kidney disease (disorder)
TUBA1B	has relation to	Involutional depression (disorder)
IFNG	has relation to	Polycythemia vera (morphologic abnormality)
TUBB	has relation to	Human immunodeficiency virus infection (disorder)
CACNA1C	has relation to	Hepatoblastoma (morphologic abnormality)
KCNH3	has relation to	Hyperplasia of prostate (disorder)
FGFR3	has relation to	Rheumatoid arthritis (disorder)
TUBB2A	has relation to	Fibrositis (disorder)
PIK3CD	has relation to	Multiple myeloma (disorder)
NCSTN	has relation to	Cystic fibrosis of the lung (disorder)
PRIM2	has relation to	Myocardial ischemia (disorder)
DMD	has relation to	Benign inverted papilloma (disorder)
PIK3CG	has relation to	Cardiorespiratory arrest (disorder)
GABRA3	has relation to	Disorder of the peripheral nervous system (disorder)
TP53	has relation to	Pituitary carcinoma (disorder)
IL1R1	has relation to	Idiopathic pulmonary fibrosis (disorder)
HMGCR	has relation to	Direct inguinal hernia (disorder)
SCN2A	has relation to	Neoplasm of breast (disorder)
PSMA5	has relation to	Amphetamine dependence (disorder)
PSMA3	has relation to	Sturge-Weber syndrome (disorder)
CHEK1	has relation to	Acute myeloid leukemia without maturation, FAB M1 (disorder)
COL24A1	has relation to	Miscarriage (disorder)
CACNG6	has relation to	Genetic disease (disorder)
GNAZ	has relation to	Squamous cell carcinoma of mouth (disorder)
FKTN	has relation to	Carcinoid tumor (disorder)
PIK3R5	has relation to	Viral hepatitis type B (disorder)
PSMA2	has relation to	Neoplasm of peritoneum (disorder)
IL12A	has relation to	Involutional paraphrenia (disorder)
TUBB1	has relation to	Hodgkin lymphoma, nodular lymphocyte predominance (morphologic abnormality)
TACR1	has relation to	Ulcerative colitis (disorder)
EPAS1	has relation to	Atonic seizure (disorder)
SCN7A	has relation to	Macroglobulinemia (disorder)
ILK	has relation to	Congenital dyserythropoietic anemia type IV (disorder)
TUBB2A	has relation to	Subependymal giant cell astrocytoma (morphologic abnormality)
RIMS1	has relation to	Dedifferentiated liposarcoma (disorder)
NDUFA3	has relation to	Involutional depression (disorder)
ATP2A1	has relation to	Follicular malignant lymphoma - mixed cell type (disorder)
MERTK	has relation to	Tobacco dependence syndrome (disorder)
PSMC3	has relation to	Epileptic drop attack (disorder)
HSP90AA1	has relation to	Ischemic stroke (disorder)
MS4A1	has relation to	Neoplasm of pancreas (disorder)
HSP90AB1	has relation to	Pleomorphic liposarcoma (morphologic abnormality)
PSMD4	has relation to	Disorder of liver (disorder)
PSMB7	has relation to	Epilepsy (disorder)
FAAH	has relation to	Alzheimer's disease (disorder)
TUBB2B	has relation to	Rheumatoid arthritis (disorder)
TUBA1A	has relation to	Bleeding (finding)
BRCA1	has relation to	Retinal dystrophy (disorder)
RRAS2	has relation to	Giant cell glioblastoma (morphologic abnormality)
CSRP2	has relation to	Small cell carcinoma of lung (disorder)
MCM4	has relation to	Chronic lymphoid leukemia, disease (disorder)
IL2RA	has relation to	Lecithin cholesterol acyltransferase deficiency (disorder)
PDE3B	has relation to	Malignant lymphoma, centroblastic type, follicular (disorder)
TUBB4B	has relation to	Aphthae major (disorder)
CACNA1I	has relation to	Disorder of coronary artery (disorder)
GSR	has relation to	Endogenous depression (disorder)
AVPR1B	has relation to	Waldenström macroglobulinemia (disorder)
ATP2A3	has relation to	Osteoarthritis of knee (disorder)
PSMC2	has relation to	Hereditary disease (disorder)
GMPPB	has relation to	Holoprosencephaly sequence (disorder)
CREBBP	has relation to	Neoplasm (morphologic abnormality)
CACNG4	has relation to	Infection caused by Leishmania tropica minor (disorder)
EPOR	has relation to	Stargardt's disease (disorder)
GABRE	has relation to	Desmoplastic medulloblastoma (morphologic abnormality)
MS4A1	has relation to	Primary familial hypertrophic cardiomyopathy (disorder)
PRKCD	has relation to	Distal spinal muscular atrophy (disorder)
TUBA3E	has relation to	Familial apolipoprotein C-II deficiency (disorder)
TTN-AS1	has relation to	Opioid abuse (disorder)
DAAM2	has relation to	Somatostatinoma (morphologic abnormality)
BCL2L10	has relation to	Burkitt's lymphoma (disorder)
PDE6D	has relation to	Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder)
ADRA2B	has relation to	Amyloidosis (disorder)
MDGA2	has relation to	Sickling disorder due to hemoglobin S (disorder)
CACNB1	has relation to	Viral hepatitis type B (disorder)
GABRA2	has relation to	Carcinomatosis (morphologic abnormality)
KIF11	has relation to	Tension-type headache (disorder)
APOA2	has relation to	Sensorineural hearing loss (disorder)
EPHB1	has relation to	Non-small cell lung cancer (disorder)
IHH	has relation to	Primary hyperaldosteronism (disorder)
IVD	has relation to	Posttraumatic stress disorder (disorder)
POLE2	has relation to	Chronic obstructive lung disease (disorder)
LAMB2	has relation to	Genetic disease (disorder)
ADRA2B	has relation to	Mild cognitive disorder (disorder)
RIF1	has relation to	Multiple myeloma (disorder)
RXRB	has relation to	Papillary renal cell carcinoma (morphologic abnormality)
FGR	has relation to	Plasmacytoma (disorder)
CRBN	has relation to	Drug dependence (disorder)
PRIM1	has relation to	Neoplasm of upper aerodigestive tract (disorder)
TUBB2B	has relation to	Terminal ileitis (disorder)
RAF1	has relation to	Steatohepatitis (disorder)
RPL28	has relation to	Cysticercosis (disorder)
KCNH8	has relation to	Castleman's disease (disorder)
