cuba	ngoorgs3	brazil
netherlands	ngo	uk
israel	reldiplomacy	egypt
poland	officialvisits	poland
ussr	tourism3	netherlands
india	relexports	brazil
poland	exportbooks	netherlands
cuba	negativebehavior	uk
indonesia	boycottembargo	usa
burma	intergovorgs3	israel
indonesia	embassy	india
poland	reldiplomacy	indonesia
indonesia	intergovorgs	poland
indonesia	ngoorgs3	netherlands
israel	ngo	egypt
egypt	relintergovorgs	netherlands
cuba	ngo	netherlands
indonesia	intergovorgs3	indonesia
netherlands	intergovorgs	poland
burma	independence	israel
brazil	reldiplomacy	netherlands
netherlands	commonbloc1	indonesia
ussr	reldiplomacy	poland
jordan	ngoorgs3	brazil
brazil	commonbloc1	netherlands
egypt	militaryalliance	netherlands
poland	ngoorgs3	netherlands
ussr	reldiplomacy	uk
ussr	conferences	israel
egypt	embassy	egypt
egypt	ngo	poland
cuba	exportbooks	poland
ussr	ngoorgs3	netherlands
burma	booktranslations	uk
india	weightedunvote	brazil
cuba	intergovorgs	netherlands
indonesia	independence	uk
indonesia	negativebehavior	israel
israel	embassy	uk
burma	blockpositionindex	india
israel	unoffialacts	uk
indonesia	commonbloc1	cuba
poland	tourism	jordan
burma	relexports	burma
brazil	intergovorgs	uk
egypt	tourism3	netherlands
indonesia	relbooktranslations	usa
cuba	tourism	brazil
cuba	treaties	india
egypt	relngo	israel
uk	intergovorgs3	netherlands
indonesia	relngo	ussr
china	students	brazil
cuba	booktranslations	netherlands
india	embassy	uk
brazil	reldiplomacy	china
netherlands	commonbloc2	israel
indonesia	ngoorgs3	ussr
netherlands	intergovorgs3	netherlands
netherlands	intergovorgs3	indonesia
brazil	intergovorgs	uk
jordan	relngo	poland
jordan	relngo	uk
netherlands	blockpositionindex	netherlands
ussr	intergovorgs	uk
netherlands	timesinceally	india
indonesia	intergovorgs3	ussr
netherlands	treaties	usa
india	weightedunvote	israel
netherlands	relintergovorgs	egypt
ussr	relemigrants	netherlands
indonesia	embassy	netherlands
brazil	timesinceally	uk
israel	commonbloc1	egypt
cuba	militaryalliance	israel
netherlands	relngo	uk
india	intergovorgs	brazil
china	conferences	brazil
netherlands	relintergovorgs	indonesia
indonesia	ngoorgs3	israel
egypt	ngoorgs3	uk
cuba	intergovorgs	netherlands
china	treaties	uk
netherlands	commonbloc1	ussr
israel	relngo	jordan
china	tourism3	netherlands
brazil	militaryalliance	jordan
brazil	reldiplomacy	indonesia
netherlands	relngo	israel
cuba	embassy	uk
egypt	treaties	egypt
indonesia	independence	uk
netherlands	relngo	india
india	intergovorgs3	india
india	embassy	netherlands
uk	embassy	netherlands
brazil	commonbloc1	usa
israel	relexports	uk
china	embassy	indonesia
ussr	ngo	israel
ussr	dependent	netherlands
poland	relngo	uk
jordan	timesinceally	uk
indonesia	duration	usa
china	unweightedunvote	netherlands
poland	intergovorgs3	netherlands
netherlands	timesincewar	jordan
brazil	relintergovorgs	cuba
burma	commonbloc0	uk
netherlands	reldiplomacy	uk
netherlands	reltreaties	cuba
brazil	relintergovorgs	brazil
jordan	commonbloc1	indonesia
netherlands	commonbloc1	india
cuba	intergovorgs3	cuba
india	tourism3	israel
ussr	ngoorgs3	netherlands
netherlands	unweightedunvote	poland
jordan	blockpositionindex	uk
poland	conferences	egypt
jordan	independence	indonesia
burma	relbooktranslations	uk
poland	embassy	netherlands
china	relintergovorgs	poland
indonesia	commonbloc2	netherlands
burma	conferences	usa
usa	timesinceally	netherlands
poland	commonbloc2	israel
jordan	reltourism	poland
ussr	booktranslations	burma
brazil	booktranslations	uk
cuba	reldiplomacy	indonesia
cuba	ngo	burma
jordan	conferences	netherlands
indonesia	blockpositionindex	poland
egypt	militaryalliance	israel
netherlands	ngoorgs3	egypt
brazil	exportbooks	uk
cuba	relbooktranslations	usa
china	economicaid	uk
jordan	accusation	india
brazil	embassy	israel
ussr	conferences	indonesia
jordan	commonbloc1	uk
israel	intergovorgs3	brazil
burma	conferences	india
ussr	intergovorgs3	netherlands
cuba	commonbloc1	jordan
poland	accusation	netherlands
egypt	accusation	brazil
jordan	militaryalliance	india
jordan	students	israel
indonesia	commonbloc1	israel
egypt	reldiplomacy	burma
poland	conferences	indonesia
indonesia	intergovorgs	netherlands
ussr	embassy	israel
netherlands	embassy	jordan
poland	ngoorgs3	usa
israel	relngo	uk
china	intergovorgs3	egypt
ussr	commonbloc1	brazil
brazil	timesinceally	brazil
poland	treaties	uk
cuba	ngoorgs3	uk
netherlands	relintergovorgs	india
netherlands	commonbloc0	india
indonesia	commonbloc1	ussr
uk	ngo	israel
netherlands	reltourism	jordan
cuba	reldiplomacy	usa
burma	relngo	egypt
indonesia	commonbloc0	poland
indonesia	timesinceally	jordan
poland	conferences	uk
egypt	negativebehavior	israel
israel	unweightedunvote	uk
indonesia	ngoorgs3	india
burma	tourism	india
israel	intergovorgs3	poland
indonesia	intergovorgs3	china
jordan	independence	burma
israel	tourism3	egypt
netherlands	negativecomm	egypt
egypt	ngoorgs3	poland
ussr	ngoorgs3	cuba
ussr	intergovorgs	indonesia
egypt	relintergovorgs	uk
china	relintergovorgs	egypt
brazil	reldiplomacy	india
india	ngo	israel
india	tourism	india
egypt	ngo	netherlands
netherlands	blockpositionindex	uk
netherlands	reldiplomacy	uk
egypt	pprotests	israel
ussr	intergovorgs	egypt
poland	tourism	india
china	blockpositionindex	india
cuba	ngo	uk
ussr	relintergovorgs	usa
cuba	relintergovorgs	uk
brazil	negativebehavior	netherlands
indonesia	relintergovorgs	jordan
india	unweightedunvote	netherlands
israel	ngoorgs3	burma
ussr	reldiplomacy	egypt
netherlands	relbooktranslations	jordan
poland	relexports	india
indonesia	relexportbooks	egypt
poland	independence	uk
cuba	commonbloc1	uk
jordan	timesinceally	poland
china	ngo	india
netherlands	duration	netherlands
jordan	ngo	poland
netherlands	reldiplomacy	egypt
egypt	ngoorgs3	uk
indonesia	embassy	uk
india	intergovorgs	poland
poland	commonbloc1	uk
poland	ngoorgs3	jordan
brazil	ngoorgs3	egypt
burma	weightedunvote	egypt
netherlands	relngo	india
indonesia	treaties	jordan
cuba	relngo	israel
israel	weightedunvote	uk
netherlands	commonbloc1	uk
burma	blockpositionindex	indonesia
egypt	independence	netherlands
india	embassy	indonesia
burma	ngoorgs3	jordan
ussr	embassy	netherlands
ussr	commonbloc1	uk
cuba	tourism	netherlands
jordan	reldiplomacy	uk
poland	intergovorgs	uk
netherlands	negativecomm	usa
indonesia	unweightedunvote	india
netherlands	commonbloc1	brazil
ussr	reltreaties	indonesia
egypt	severdiplomatic	egypt
israel	eemigrants	egypt
india	intergovorgs	india
netherlands	relexportbooks	uk
israel	timesinceally	netherlands
netherlands	blockpositionindex	brazil
netherlands	commonbloc1	china
uk	reldiplomacy	netherlands
brazil	embassy	netherlands
egypt	commonbloc1	uk
jordan	treaties	uk
cuba	ngoorgs3	poland
netherlands	intergovorgs3	jordan
israel	exports3	usa
israel	relngo	cuba
burma	relbooktranslations	burma
india	timesinceally	netherlands
cuba	ngoorgs3	china
cuba	militaryactions	brazil
burma	officialvisits	poland
ussr	ngoorgs3	uk
brazil	militaryalliance	india
indonesia	pprotests	cuba
israel	relintergovorgs	egypt
poland	weightedunvote	india
indonesia	relexports	uk
egypt	timesinceally	israel
india	attackembassy	netherlands
poland	timesinceally	burma
usa	dependent	brazil
netherlands	tourism	burma
china	negativecomm	cuba
netherlands	officialvisits	usa
netherlands	intergovorgs3	brazil
poland	intergovorgs3	uk
ussr	embassy	israel
india	embassy	uk
burma	reldiplomacy	uk
egypt	timesinceally	israel
indonesia	embassy	ussr
brazil	pprotests	uk
burma	accusation	india
poland	officialvisits	poland
poland	ngoorgs3	ussr
netherlands	conferences	netherlands
jordan	reltreaties	brazil
china	ngo	uk
poland	ngo	israel
egypt	relintergovorgs	burma
netherlands	independence	india
usa	blockpositionindex	netherlands
israel	embassy	uk
cuba	treaties	uk
burma	treaties	egypt
egypt	aidenemy	brazil
brazil	exports3	uk
india	weightedunvote	ussr
cuba	reldiplomacy	india
israel	commonbloc2	uk
egypt	reltreaties	israel
cuba	unweightedunvote	brazil
jordan	commonbloc1	ussr
netherlands	relngo	brazil
cuba	accusation	cuba
netherlands	relexportbooks	egypt
israel	timesinceally	indonesia
indonesia	intergovorgs	egypt
netherlands	independence	egypt
israel	commonbloc2	india
jordan	weightedunvote	india
netherlands	relngo	uk
poland	negativecomm	uk
ussr	weightedunvote	usa
poland	reldiplomacy	uk
brazil	emigrants3	netherlands
egypt	treaties	israel
netherlands	relbooktranslations	israel
india	treaties	jordan
cuba	commonbloc1	usa
cuba	intergovorgs	poland
israel	relstudents	poland
egypt	unweightedunvote	ussr
indonesia	militaryalliance	netherlands
brazil	conferences	usa
china	commonbloc1	cuba
indonesia	relexportbooks	usa
egypt	timesinceally	israel
china	negativecomm	india
netherlands	unweightedunvote	jordan
poland	negativebehavior	cuba
brazil	weightedunvote	india
burma	relbooktranslations	cuba
burma	blockpositionindex	usa
israel	timesinceally	ussr
poland	unweightedunvote	egypt
china	commonbloc1	netherlands
egypt	reldiplomacy	uk
brazil	commonbloc1	uk
egypt	commonbloc1	uk
israel	relexportbooks	uk
india	relintergovorgs	israel
burma	relexports	usa
jordan	commonbloc2	poland
poland	ngoorgs3	india
cuba	relbooktranslations	usa
egypt	ngo	ussr
poland	intergovorgs	brazil
cuba	intergovorgs	egypt
india	relngo	india
china	commonbloc0	uk
china	embassy	cuba
brazil	negativebehavior	cuba
egypt	intergovorgs3	cuba
brazil	treaties	cuba
poland	weightedunvote	poland
jordan	embassy	egypt
netherlands	treaties	india
brazil	embassy	cuba
poland	students	brazil
brazil	commonbloc0	israel
india	treaties	israel
israel	relintergovorgs	china
cuba	reltourism	uk
indonesia	conferences	usa
poland	intergovorgs	brazil
burma	nonviolentbehavior	poland
egypt	blockpositionindex	usa
india	timesinceally	poland
uk	emigrants3	brazil
indonesia	treaties	usa
india	independence	indonesia
burma	ngoorgs3	poland
indonesia	weightedunvote	poland
netherlands	ngoorgs3	brazil
brazil	embassy	egypt
jordan	commonbloc1	uk
poland	ngoorgs3	uk
israel	timesincewar	usa
indonesia	relngo	usa
egypt	intergovorgs3	indonesia
egypt	relintergovorgs	usa
india	intergovorgs3	india
indonesia	blockpositionindex	brazil
india	pprotests	brazil
netherlands	economicaid	china
ussr	relngo	israel
poland	exports3	indonesia
jordan	booktranslations	uk
india	nonviolentbehavior	burma
cuba	intergovorgs	indonesia
poland	commonbloc2	usa
poland	intergovorgs3	egypt
egypt	expeldiplomats	india
ussr	relbooktranslations	poland
indonesia	timesincewar	brazil
uk	officialvisits	netherlands
poland	intergovorgs3	usa
indonesia	intergovorgs3	china
egypt	intergovorgs	indonesia
jordan	relexports	egypt
ussr	warning	india
brazil	relintergovorgs	usa
china	economicaid	indonesia
china	treaties	uk
burma	exports3	poland
india	relngo	poland
cuba	ngo	jordan
jordan	embassy	china
burma	militaryalliance	brazil
egypt	reldiplomacy	india
indonesia	ngoorgs3	usa
poland	conferences	cuba
poland	timesinceally	uk
ussr	conferences	usa
jordan	ngoorgs3	brazil
burma	unweightedunvote	poland
egypt	unweightedunvote	india
ussr	exports3	uk
egypt	commonbloc0	burma
poland	officialvisits	uk
egypt	tourism	jordan
ussr	embassy	uk
brazil	commonbloc0	jordan
cuba	embassy	poland
jordan	exports3	uk
brazil	militaryactions	israel
ussr	relexports	china
israel	relngo	india
burma	relngo	uk
ussr	ngo	israel
israel	weightedunvote	israel
poland	relintergovorgs	usa
netherlands	intergovorgs3	india
netherlands	treaties	uk
ussr	unweightedunvote	jordan
cuba	ngoorgs3	usa
cuba	intergovorgs3	egypt
egypt	timesinceally	india
egypt	reldiplomacy	indonesia
india	commonbloc1	netherlands
india	ngoorgs3	uk
brazil	reltourism	netherlands
poland	treaties	indonesia
poland	embassy	ussr
indonesia	intergovorgs3	india
netherlands	commonbloc2	poland
egypt	exports3	netherlands
egypt	relintergovorgs	ussr
poland	blockpositionindex	uk
egypt	timesincewar	uk
china	timesincewar	uk
burma	commonbloc1	netherlands
jordan	intergovorgs	burma
ussr	eemigrants	jordan
uk	intergovorgs	uk
poland	reldiplomacy	israel
jordan	commonbloc1	uk
poland	exportbooks	uk
egypt	independence	india
israel	tourism3	china
uk	commonbloc2	israel
burma	relngo	usa
poland	embassy	ussr
indonesia	weightedunvote	usa
indonesia	timesinceally	netherlands
poland	commonbloc2	jordan
china	treaties	uk
israel	timesinceally	brazil
brazil	pprotests	netherlands
usa	unweightedunvote	israel
indonesia	relngo	usa
netherlands	timesinceally	usa
cuba	militaryactions	uk
egypt	timesincewar	india
india	embassy	uk
netherlands	blockpositionindex	ussr
netherlands	commonbloc0	china
netherlands	conferences	india
india	embassy	uk
israel	intergovorgs	poland
china	commonbloc2	indonesia
netherlands	reldiplomacy	egypt
poland	commonbloc2	usa
egypt	conferences	indonesia
burma	pprotests	brazil
indonesia	violentactions	usa
brazil	independence	uk
cuba	intergovorgs	india
netherlands	intergovorgs3	usa
india	relngo	usa
poland	intergovorgs3	uk
poland	treaties	poland
jordan	commonbloc0	poland
uk	booktranslations	usa
burma	relintergovorgs	brazil
indonesia	booktranslations	jordan
brazil	reltourism	ussr
brazil	conferences	brazil
brazil	commonbloc2	brazil
poland	ngo	brazil
india	commonbloc1	netherlands
india	intergovorgs	netherlands
india	reltreaties	israel
ussr	commonbloc1	poland
poland	blockpositionindex	china
china	unweightedunvote	indonesia
egypt	independence	ussr
uk	timesinceally	usa
jordan	commonbloc1	usa
jordan	treaties	usa
brazil	weightedunvote	ussr
india	ngo	ussr
cuba	independence	india
china	booktranslations	poland
poland	embassy	israel
india	intergovorgs3	uk
burma	relexportbooks	ussr
egypt	releconomicaid	burma
usa	reltreaties	israel
china	blockpositionindex	india
egypt	embassy	ussr
israel	militaryalliance	usa
poland	ngoorgs3	india
uk	relexports	poland
netherlands	reltourism	usa
netherlands	relstudents	egypt
netherlands	commonbloc1	brazil
israel	relexports	jordan
poland	emigrants3	brazil
india	weightedunvote	usa
usa	unweightedunvote	israel
ussr	weightedunvote	india
cuba	relngo	israel
uk	eemigrants	netherlands
poland	conferences	poland
india	unweightedunvote	egypt
egypt	relintergovorgs	uk
cuba	ngo	india
india	reltreaties	indonesia
uk	commonbloc2	netherlands
india	relstudents	india
brazil	commonbloc0	ussr
israel	reltreaties	israel
israel	unweightedunvote	uk
cuba	intergovorgs3	china
brazil	intergovorgs3	poland
poland	tourism3	usa
netherlands	independence	china
brazil	negativebehavior	china
jordan	independence	ussr
netherlands	blockpositionindex	uk
ussr	intergovorgs	india
egypt	unweightedunvote	india
netherlands	intergovorgs3	india
ussr	relintergovorgs	netherlands
ussr	embassy	india
poland	embassy	poland
india	unweightedunvote	brazil
egypt	tourism	cuba
china	relngo	egypt
china	booktranslations	china
china	ngo	uk
indonesia	weightedunvote	poland
burma	relintergovorgs	brazil
cuba	intergovorgs	india
cuba	accusation	poland
egypt	relexports	ussr
uk	intergovorgs3	ussr
brazil	timesincewar	cuba
ussr	treaties	uk
cuba	commonbloc0	jordan
egypt	boycottembargo	india
israel	booktranslations	usa
egypt	violentactions	jordan
indonesia	timesinceally	uk
india	commonbloc1	burma
uk	economicaid	usa
cuba	relngo	cuba
brazil	treaties	egypt
brazil	timesinceally	jordan
brazil	timesinceally	cuba
indonesia	exports3	cuba
israel	embassy	poland
burma	negativebehavior	ussr
poland	reltreaties	india
cuba	relintergovorgs	ussr
brazil	commonbloc2	cuba
china	relngo	israel
cuba	relexportbooks	egypt
brazil	independence	poland
china	commonbloc1	cuba
usa	intergovorgs	uk
ussr	commonbloc2	netherlands
indonesia	conferences	israel
china	relintergovorgs	netherlands
ussr	embassy	india
egypt	relngo	egypt
israel	exportbooks	india
cuba	embassy	ussr
ussr	weightedunvote	egypt
india	relintergovorgs	usa
ussr	reltourism	cuba
egypt	commonbloc2	jordan
poland	weightedunvote	uk
netherlands	ngoorgs3	china
ussr	timesinceally	indonesia
ussr	independence	uk
ussr	eemigrants	israel
egypt	intergovorgs3	ussr
ussr	exports3	uk
uk	negativebehavior	uk
india	officialvisits	jordan
china	intergovorgs3	india
india	accusation	china
poland	reldiplomacy	usa
cuba	booktranslations	uk
china	students	netherlands
netherlands	conferences	ussr
netherlands	commonbloc1	poland
ussr	commonbloc2	netherlands
china	reltreaties	israel
india	exportbooks	usa
netherlands	relintergovorgs	uk
uk	conferences	brazil
brazil	ngo	china
ussr	pprotests	usa
burma	conferences	india
ussr	relexports	egypt
china	ngo	india
israel	commonbloc0	ussr
ussr	embassy	poland
china	reldiplomacy	indonesia
brazil	intergovorgs3	usa
israel	timesinceally	burma
indonesia	commonbloc2	usa
egypt	negativebehavior	uk
poland	unweightedunvote	indonesia
india	relngo	india
israel	ngo	ussr
china	timesinceally	uk
netherlands	intergovorgs	poland
indonesia	relngo	usa
burma	weightedunvote	egypt
poland	reldiplomacy	egypt
israel	unoffialacts	poland
egypt	commonbloc2	israel
india	nonviolentbehavior	brazil
brazil	treaties	india
indonesia	reltourism	china
ussr	commonbloc1	usa
burma	pprotests	poland
egypt	independence	usa
brazil	intergovorgs3	china
egypt	embassy	cuba
cuba	commonbloc1	usa
netherlands	relintergovorgs	usa
brazil	militaryactions	china
netherlands	unweightedunvote	uk
ussr	timesinceally	uk
brazil	commonbloc1	cuba
israel	exports3	burma
india	timesinceally	cuba
brazil	negativecomm	usa
uk	independence	netherlands
indonesia	tourism	india
ussr	tourism	usa
poland	ngo	usa
cuba	tourism	egypt
china	intergovorgs3	brazil
china	tourism3	israel
china	intergovorgs3	cuba
uk	ngoorgs3	india
india	relintergovorgs	uk
egypt	treaties	poland
egypt	relintergovorgs	india
brazil	reltourism	usa
brazil	commonbloc2	uk
uk	relintergovorgs	israel
india	unweightedunvote	poland
india	embassy	netherlands
poland	exportbooks	usa
indonesia	booktranslations	poland
egypt	intergovorgs	ussr
indonesia	relngo	ussr
china	unweightedunvote	brazil
china	relintergovorgs	brazil
cuba	nonviolentbehavior	cuba
china	independence	egypt
indonesia	relngo	ussr
india	intergovorgs3	jordan
uk	relstudents	india
china	treaties	israel
poland	timesinceally	ussr
netherlands	commonbloc1	usa
poland	pprotests	usa
usa	relintergovorgs	india
india	relintergovorgs	israel
jordan	embassy	brazil
brazil	students	india
china	weightedunvote	uk
israel	accusation	india
ussr	negativebehavior	poland
uk	commonbloc0	indonesia
ussr	exports3	brazil
brazil	embassy	poland
brazil	conferences	ussr
uk	ngoorgs3	india
netherlands	reldiplomacy	israel
israel	embassy	israel
cuba	ngo	ussr
indonesia	relexportbooks	usa
brazil	ngoorgs3	poland
egypt	relbooktranslations	china
brazil	conferences	usa
poland	relexportbooks	jordan
netherlands	conferences	israel
usa	commonbloc2	israel
poland	intergovorgs	poland
cuba	conferences	poland
poland	ngo	ussr
poland	timesinceally	ussr
egypt	commonbloc0	poland
ussr	weightedunvote	brazil
ussr	unoffialacts	brazil
netherlands	weightedunvote	india
egypt	weightedunvote	poland
usa	ngoorgs3	uk
india	relngo	uk
china	relintergovorgs	uk
poland	intergovorgs3	china
cuba	commonbloc2	cuba
israel	conferences	usa
jordan	embassy	india
china	students	china
cuba	conferences	india
egypt	relexports	uk
poland	relintergovorgs	usa
indonesia	commonbloc1	india
india	conferences	uk
egypt	officialvisits	india
netherlands	treaties	indonesia
egypt	embassy	ussr
uk	intergovorgs	india
ussr	ngoorgs3	india
jordan	intergovorgs3	india
ussr	accusation	israel
israel	ngoorgs3	china
israel	relngo	egypt
cuba	negativebehavior	egypt
ussr	timesinceally	uk
ussr	ngoorgs3	egypt
egypt	relexportbooks	usa
brazil	booktranslations	poland
ussr	reldiplomacy	china
egypt	relngo	uk
indonesia	reltreaties	uk
usa	commonbloc2	netherlands
netherlands	exports3	usa
israel	commonbloc2	india
indonesia	relemigrants	egypt
usa	exports3	netherlands
china	exports3	india
brazil	booktranslations	ussr
poland	exportbooks	netherlands
india	conferences	brazil
israel	booktranslations	ussr
brazil	timesinceally	cuba
burma	reltreaties	poland
uk	reltourism	uk
burma	relngo	ussr
burma	exports3	ussr
china	relngo	jordan
egypt	blockpositionindex	usa
jordan	independence	india
brazil	independence	uk
cuba	reldiplomacy	ussr
uk	commonbloc1	uk
indonesia	ngo	ussr
israel	ngo	china
cuba	accusation	poland
burma	relngo	uk
ussr	reltreaties	poland
china	conferences	ussr
egypt	timesincewar	ussr
cuba	independence	india
china	embassy	ussr
israel	accusation	india
ussr	relintergovorgs	egypt
cuba	commonbloc2	usa
israel	pprotests	india
india	intergovorgs3	usa
brazil	releconomicaid	usa
ussr	boycottembargo	egypt
india	blockpositionindex	indonesia
indonesia	reltreaties	cuba
brazil	relintergovorgs	indonesia
egypt	conferences	brazil
china	nonviolentbehavior	uk
ussr	relexports	usa
ussr	officialvisits	jordan
egypt	blockpositionindex	ussr
india	treaties	brazil
jordan	boycottembargo	ussr
poland	commonbloc2	usa
indonesia	conferences	ussr
uk	independence	netherlands
netherlands	relintergovorgs	usa
brazil	relngo	china
china	economicaid	burma
china	commonbloc2	usa
israel	commonbloc2	egypt
ussr	independence	usa
burma	ngoorgs3	usa
poland	intergovorgs	usa
india	conferences	india
ussr	exports3	uk
ussr	commonbloc1	china
poland	treaties	poland
brazil	blockpositionindex	egypt
india	intergovorgs	jordan
uk	intergovorgs	india
israel	independence	jordan
israel	relexports	ussr
uk	intergovorgs3	usa
israel	commonbloc1	usa
usa	ngoorgs3	egypt
israel	relngo	usa
brazil	embassy	poland
cuba	conferences	israel
china	reltreaties	uk
india	embassy	jordan
china	relbooktranslations	india
usa	reldiplomacy	india
poland	relbooktranslations	burma
ussr	violentactions	poland
poland	relngo	egypt
israel	relintergovorgs	cuba
usa	relngo	uk
poland	relintergovorgs	indonesia
usa	commonbloc1	poland
india	weightedunvote	poland
egypt	negativebehavior	usa
china	timesincewar	poland
uk	timesinceally	netherlands
ussr	exportbooks	china
israel	independence	india
india	treaties	uk
egypt	relngo	israel
india	duration	usa
uk	relemigrants	netherlands
jordan	exports3	uk
ussr	ngoorgs3	netherlands
indonesia	reltreaties	uk
burma	relngo	usa
cuba	dependent	usa
indonesia	timesinceally	usa
ussr	tourism	uk
burma	reldiplomacy	cuba
uk	unweightedunvote	israel
uk	reldiplomacy	india
netherlands	violentactions	usa
brazil	embassy	brazil
israel	relintergovorgs	poland
egypt	weightedunvote	usa
brazil	independence	poland
ussr	nonviolentbehavior	poland
usa	unweightedunvote	uk
uk	ngoorgs3	india
jordan	timesincewar	ussr
egypt	negativecomm	ussr
brazil	negativebehavior	ussr
china	relexports	poland
china	ngo	poland
poland	relintergovorgs	ussr
ussr	reldiplomacy	jordan
china	relexports	uk
india	blockpositionindex	usa
india	aidenemy	usa
egypt	negativebehavior	india
india	intergovorgs	burma
uk	duration	netherlands
china	relintergovorgs	brazil
jordan	relexports	cuba
usa	intergovorgs3	brazil
cuba	conferences	india
ussr	intergovorgs3	egypt
brazil	commonbloc0	ussr
india	independence	china
indonesia	weightedunvote	usa
egypt	tourism3	ussr
indonesia	reltreaties	usa
brazil	intergovorgs3	usa
ussr	accusation	usa
usa	reldiplomacy	india
netherlands	reltreaties	india
poland	exports3	egypt
egypt	independence	usa
ussr	ngoorgs3	egypt
jordan	releconomicaid	egypt
egypt	commonbloc2	usa
poland	commonbloc0	india
china	embassy	brazil
uk	ngoorgs3	poland
china	timesinceally	india
usa	commonbloc1	indonesia
ussr	commonbloc1	usa
china	embassy	india
ussr	relexports	uk
usa	intergovorgs3	uk
indonesia	embassy	india
uk	embassy	india
ussr	relintergovorgs	usa
cuba	officialvisits	usa
poland	commonbloc1	poland
poland	commonbloc0	china
usa	weightedunvote	netherlands
brazil	reltreaties	cuba
israel	treaties	usa
ussr	economicaid	usa
poland	relngo	cuba
cuba	timesinceally	ussr
egypt	nonviolentbehavior	ussr
israel	reltourism	china
indonesia	weightedunvote	jordan
usa	reldiplomacy	uk
