cuba	commonbloc0	brazil
netherlands	intergovorgs	poland
israel	intergovorgs	uk
india	tourism3	brazil
brazil	commonbloc1	netherlands
indonesia	economicaid	netherlands
cuba	reldiplomacy	brazil
israel	unweightedunvote	burma
egypt	relngo	uk
ussr	exports3	uk
egypt	embassy	burma
ussr	unweightedunvote	netherlands
jordan	relngo	uk
jordan	pprotests	uk
jordan	reldiplomacy	uk
india	ngoorgs3	uk
egypt	embassy	netherlands
indonesia	intergovorgs3	brazil
china	treaties	uk
china	relngo	netherlands
netherlands	independence	uk
jordan	relintergovorgs	uk
indonesia	relintergovorgs	china
brazil	commonbloc1	israel
israel	reltreaties	brazil
indonesia	pprotests	poland
india	ngo	india
brazil	ngo	netherlands
burma	ngo	india
cuba	independence	netherlands
china	reltreaties	poland
poland	intergovorgs	netherlands
israel	relintergovorgs	uk
netherlands	reldiplomacy	israel
ussr	conferences	netherlands
israel	treaties	jordan
jordan	conferences	burma
indonesia	conferences	china
china	pprotests	uk
burma	intergovorgs	jordan
brazil	embassy	netherlands
netherlands	nonviolentbehavior	egypt
indonesia	intergovorgs	burma
uk	ngoorgs3	poland
israel	independence	uk
indonesia	reldiplomacy	uk
egypt	ngo	indonesia
cuba	weightedunvote	brazil
burma	independence	uk
israel	officialvisits	india
burma	weightedunvote	uk
indonesia	relexports	egypt
cuba	treaties	uk
cuba	militaryactions	uk
poland	intergovorgs	israel
netherlands	blockpositionindex	brazil
cuba	intergovorgs3	china
netherlands	reldiplomacy	usa
israel	commonbloc1	netherlands
brazil	unweightedunvote	cuba
cuba	weightedunvote	usa
ussr	weightedunvote	india
jordan	ngoorgs3	usa
jordan	treaties	usa
ussr	exports3	netherlands
indonesia	officialvisits	uk
israel	booktranslations	uk
jordan	relngo	netherlands
uk	relngo	uk
ussr	conferences	egypt
israel	weightedunvote	netherlands
brazil	blockpositionindex	uk
cuba	ngo	poland
ussr	reltreaties	uk
china	relexports	egypt
israel	commonbloc2	usa
brazil	relintergovorgs	burma
brazil	unweightedunvote	poland
burma	blockpositionindex	israel
netherlands	pprotests	uk
indonesia	reldiplomacy	india
jordan	relngo	jordan
netherlands	embassy	netherlands
netherlands	embassy	poland
israel	accusation	brazil
indonesia	timesinceally	indonesia
india	reldiplomacy	brazil
egypt	timesinceally	jordan
poland	intergovorgs3	uk
india	pprotests	usa
poland	relintergovorgs	uk
cuba	officialvisits	poland
uk	relngo	netherlands
ussr	intergovorgs	netherlands
jordan	commonbloc2	uk
netherlands	reldiplomacy	burma
netherlands	relexportbooks	uk
cuba	reldiplomacy	uk
netherlands	ngoorgs3	china
china	conferences	india
cuba	releconomicaid	netherlands
china	relintergovorgs	egypt
netherlands	ngo	brazil
cuba	relexportbooks	brazil
israel	commonbloc2	usa
brazil	ngoorgs3	uk
poland	intergovorgs3	egypt
israel	commonbloc1	uk
cuba	intergovorgs	cuba
ussr	tourism3	netherlands
netherlands	relngo	usa
brazil	relngo	china
indonesia	commonbloc1	netherlands
poland	relintergovorgs	netherlands
israel	conferences	jordan
indonesia	relbooktranslations	israel
burma	tourism	jordan
egypt	eemigrants	netherlands
china	relintergovorgs	poland
ussr	militaryalliance	indonesia
indonesia	commonbloc1	poland
ussr	independence	cuba
burma	conferences	china
netherlands	embassy	cuba
poland	relintergovorgs	india
egypt	intergovorgs	israel
israel	relbooktranslations	uk
netherlands	exports3	india
china	exports3	israel
cuba	conferences	india
netherlands	reldiplomacy	india
israel	commonbloc1	india
jordan	timesinceally	india
india	relngo	israel
ussr	relexportbooks	netherlands
poland	relngo	netherlands
israel	aidenemy	egypt
israel	embassy	egypt
ussr	unweightedunvote	uk
jordan	unweightedunvote	cuba
cuba	blockpositionindex	uk
netherlands	ngoorgs3	uk
ussr	commonbloc2	netherlands
poland	intergovorgs3	brazil
brazil	blockpositionindex	uk
netherlands	embassy	china
burma	intergovorgs3	india
netherlands	officialvisits	cuba
egypt	embassy	netherlands
netherlands	unweightedunvote	india
egypt	tourism	uk
netherlands	militaryalliance	netherlands
ussr	embassy	netherlands
poland	independence	indonesia
ussr	reldiplomacy	poland
brazil	relexports	netherlands
netherlands	commonbloc1	burma
egypt	pprotests	usa
netherlands	conferences	uk
israel	tourism3	indonesia
china	reltreaties	usa
ussr	relngo	brazil
netherlands	tourism	usa
poland	relintergovorgs	indonesia
indonesia	exports3	cuba
poland	intergovorgs	israel
netherlands	ngoorgs3	indonesia
cuba	officialvisits	usa
india	weightedunvote	indonesia
indonesia	accusation	india
ussr	intergovorgs3	uk
ussr	blockpositionindex	netherlands
cuba	treaties	egypt
israel	reltreaties	uk
indonesia	negativebehavior	cuba
israel	commonbloc2	israel
india	commonbloc1	egypt
india	embassy	indonesia
burma	ngoorgs3	israel
burma	reltreaties	ussr
netherlands	reltreaties	india
netherlands	intergovorgs3	india
india	releconomicaid	brazil
jordan	blockpositionindex	brazil
poland	ngo	israel
usa	commonbloc2	netherlands
poland	relexports	jordan
poland	intergovorgs	uk
india	ngoorgs3	cuba
brazil	accusation	egypt
china	relngo	india
indonesia	embassy	uk
egypt	commonbloc1	ussr
uk	relngo	india
egypt	relintergovorgs	netherlands
ussr	pprotests	china
israel	timesinceally	india
indonesia	relintergovorgs	israel
poland	nonviolentbehavior	uk
indonesia	relbooktranslations	ussr
cuba	commonbloc0	israel
poland	relngo	brazil
egypt	commonbloc2	israel
netherlands	commonbloc1	ussr
indonesia	embassy	egypt
india	intergovorgs	india
burma	intergovorgs3	usa
jordan	accusation	israel
china	exports3	india
netherlands	accusation	egypt
indonesia	intergovorgs3	uk
burma	blockpositionindex	uk
india	timesincewar	uk
burma	unweightedunvote	usa
brazil	ngoorgs3	indonesia
india	timesinceally	brazil
india	commonbloc2	poland
china	embassy	ussr
ussr	commonbloc1	ussr
netherlands	relbooktranslations	india
burma	reldiplomacy	israel
indonesia	unweightedunvote	uk
netherlands	negativecomm	usa
israel	intergovorgs	egypt
brazil	weightedunvote	egypt
brazil	independence	netherlands
egypt	relngo	netherlands
poland	exports3	netherlands
